,bengali_text,result
2729,"স্ক্রিনের ঝলমলে যাদু , ডিজিটাল যাত্রার প্রথম ধাপ।",0
2730,আমি  কোডিং পছন্দ করি যে আমি খাওয়া এবং পান করার বিষয়েও চিন্তা করি না।,1
2731,সোমনাথ মন্দির হলেন শিবের বারো জ্যোট্লিংগসের মধ্যে একটি।,0
2732,"আমি এটি সামাজিক রীতিনীতিগুলিতে যা করছি , এটি কেবল একটি ভান , বাস্তবে আমি সোনার জন্য একটি অজুহাত খুঁজছি।",1
2733,"ভুলের সাথে সুদার ,  ভাল ব্যক্তি হওয়ার পথে অবিচ্ছিন্নভাবে হাঁটুন।",0
2734,"নদীর তীরে হাঁটছেন পদক্ষেপগুলি , জীবনের স্রোতের সাথে প্রবাহিত।",0
2735,"আমি মনে করি আমি গণিতের যাদুকর  , তবে একটি গণিত।",1
2736,আমি  গণিত জানি যে আমার কাছে জটিল সংখ্যার কোনও ভয় নেই।,1
2737,"প্রাণীর প্রতি করুণা করুন , প্রকৃতির যত্ন নিন।",0
2738,"বাস্তবতা থেকে পালিয়ে যাওয়ার পরে , ভার্চুয়াল বিশ্বে বাস করুন।",1
2739,"বাতাস প্রবাহিত করুন , পাতা দিয়ে নাচুন , খোলা আকাশে স্পর্শ করুন।",0
2740,"বিদেশী সংস্কৃতি অবলম্বন করা , কিন্তু আপনার সংস্কৃতিকে সম্মান না।",1
2741,রঙের সংমিশ্রণটি  আশ্চর্যজনক যে রংধনুও এটি দেখে বিব্রত হয়ে যায়।,1
2742,"``  সংগীত শোনার পরে , মাথা ব্যথা আছে। '' (  সংগীত বিচ্ছিন্ন হয় )",1
2743,"ধৈর্য্যের একটি প্রদীপ আলোকিত করুন , সম্পর্কের নদী শান্ত প্রবাহিত হবে।",0
2744,"অধ্যয়নকে একটি উত্সব করুন , মজা দিয়ে শিখুন , জ্ঞানের প্রদীপ জ্বালিয়ে জীবনকে  করুন।",0
2745,"ছোট মুহুর্তগুলিতে সুখ সন্ধান করুন , আপনি খুব স্বাচ্ছন্দ্য বোধ করবেন।",0
2746,"দক্ষতা শিখুন , জ্ঞানের প্রদীপ জ্বালিয়ে দিন , বিশ্বকে আলোকিত করুন।",0
2747,"যা আছে তার জন্য কৃতজ্ঞ থাকুন , প্রতিটি মুহুর্তের আশীর্বাদগুলি উপলব্ধি করুন",0
2748,"নদীর মতো প্রবাহিত করুন , থামবেন না , মেঝেটির দিকে এগিয়ে চলুন , তরঙ্গগুলি অতিক্রম করুন।",0
2749,"সত্যতার সাথে লাইভ করুন , সত্যের পথে চলুন , জীবন  হবে।",0
2750,"ভুল থেকে শিখুন ,  ভাল ব্যক্তি হন।",0
2751,"গান গাই , নাচ , সংগীত দিয়ে জীবন পূরণ করুন।",0
2752,"যা আছে তার জন্য কৃতজ্ঞ থাকুন , প্রতিটি মুহুর্তের আশীর্বাদগুলি উপলব্ধি করুন",0
2753,আমি খুব ক্লান্ত হয়ে পড়েছি যে আমি মনে করি আমি অল্প সময়ের মধ্যে অজ্ঞান হয়ে যাব ! ( হালকা অনুশীলনের পরে ),1
2754,"Ol। গোলগাপা , খামান এবং ধোকলা গুজরাটের বিখ্যাত খাবার , প্রতিটি নিওয়ালে স্বাদ উদযাপন করে।",0
2755,"সহযোগিতার চেতনা বৃদ্ধি করুন , অন্যকে সাহায্য করার জন্য আপনার হাত বাড়ান , অনুপ্রেরণা হন।",0
2756,গেমের পরে স্কোর বোর্ডটি দেখে সরাসরি  হয়ে উঠেছে।,1
2757,"কল্পনার ডানা রাখুন , নতুন  তৈরি করুন , জ্ঞানের প্রদীপের সাথে জীবনকে আলোকিত করে এগিয়ে যান।",0
2758,গির জাতীয় উদ্যান এশিয়ান লায়নদের প্রাকৃতিক আবাস।,0
2759,"প্রতিটি মুহুর্তের জীবন অনুসরণ করুন , হাসতে থাকুন , স্বপ্নটি দেখুন।",0
2760,"স্মার্টফোন ছাড়া শ্বাস নিতে অসুবিধা রয়েছে , তবে ভাড়া দেওয়ার ক্ষেত্রে নয়।",1
2761,আপনার ইন্টারনেট সংযোগ বিচ্ছিন্ন ? না ? আপনি আবার কীভাবে পড়াশোনা করছেন না ?,1
2762,আমি যদি অঙ্কনে অলিম্পিক হয়ে থাকি তবে আমি বিশ্বের সবচেয়ে ধীর শিল্পী হতাম।,1
2763,"বাতাস , বায়ু জীবন সঙ্গে নাচ।",0
2764,"ভুল থেকে শিখুন , শক্তিশালী হোন , এগিয়ে যান , নিজেকে  করেন।",0
2765,"প্রথম সাধুবাদ , জীবনের মঞ্চে প্রথম ঝুঁকির বজ্র।",0
2766,"বন্ধুদের আলিঙ্গন করুন , তারা জীবনের মূল্যবান।",0
2767,"এটিই আমি ব্যালেন্স শীট তৈরি করছি , এটি কেবল একটি অনুষ্ঠান , বাস্তবে আমি সোনার অজুহাত খুঁজছি।",1
2768,তাঁর নাচ এতটাই দুর্দান্ত যে তিনি মাইকেল জ্যাকসনের সাথেও প্রতিযোগিতা করতে পারেন !,1
2769,Gr। গারবা রাস গারবা নৃত্য একটি প্রাণবন্ত এবং রঙিন উত্সব।,0
2770,"অন্যকে সাহায্য করার জন্য হাত প্রসারিত করুন , সুখ ভাগ করে নিজেকে প্রস্ফুটিত করুন।",0
2771,"ফুলের মতো ফুল ফোটে , সুগন্ধ ছড়িয়ে দিন , জীবন গন্ধ পান।",0
2772,আপনার ছবিতে  অনেক অনুভূতি রয়েছে যে তারা আমাকে আবেগময় করে তোলে।,1
2773,"কৃতজ্ঞ থাকুন , যা হ'ল এটিই  সম্পদ।",0
2774,"তাঁর অনুরাগী নিম্নলিখিতগুলিও বোধগম্যতার বাইরে , তিনি  সস্তা অভিনেতা !",1
2775,"এটি মুদ্রাস্ফীতি , এটি ধনীদের উপকারের একমাত্র উপায় , দরিদ্রদের পক্ষে বেঁচে থাকা কঠিন হয়ে পড়েছে।",1
2776,"জীবন বইয়ের অধ্যায়টি সম্পূর্ণ হয়েছিল , নতুন অধ্যায়ের সূচনার উত্সাহ। [ চিত্র : একটি উন্মুক্ত   একটি গ্রন্থাগার , যেখানে আলোর রশ্মি আসছে ]",0
2777,"সময় এনজিওতে কাজ করার সময় এসেছে ,  সমাজবিজ্ঞান ভুলে যাওয়ার এবং সমাজসেবা করার সময় এসেছে।",1
2778,"মায়ের কণ্ঠে লুকানো যাদু , প্রতিটি অসুবিধা  করে তোলে",0
2779,"হাল ছাড়বেন না , আপনি অবশ্যই প্রচেষ্টার ডানাগুলি উড়িয়ে দেবেন।",0
2780,পেইন্টিংয়ের  গভীর অর্থ লুকিয়ে রয়েছে যে আমি ভয় পাচ্ছি যে আমি এটি বোঝার চেষ্টা করে পাগল হয়ে যাব,1
2781,"কঠোর পরিশ্রমের রঙগুলির সাথে  করুন , প্রতিটি মুহুর্তকে মেঝে তৈরি করবে।",0
2782,অভিনেত্রীরা  অহঙ্কারী যে তারা কারও সাথে কথা বলে না !,1
2783,"প্রথম বৃষ্টির বাতাসে , মাটির সুগন্ধি স্মৃতিগুলির ভ্রমণ করে।",0
2784,সাবর্মতী আশ্রম মহাত্মা গান্ধীর বাড়ি থাকতেন।,0
2785,"সূর্যের সাথে জেগে উঠুন , চাঁদের সাথে ঘুমান , জীবন পূর্ণ করুন এবং প্রতিটি মুহুর্তে অভিজ্ঞতা অর্জন করুন।",0
2786,"প্রকৃতির কোলে হাঁটুন , শান্তিতে ফিরে যান এবং অন্যকে প্রকৃতির শান্তির পাঠ শিখান।",0
2787,আপনার শিল্পে কোনও অনুভূতি নেই।এটি রঙের একটি এলোমেলো গাদা।,1
2788,"প্রকৃতির কোলে শান্তি সন্ধান করুন , সতেজ হয়ে ফিরে যান এবং অন্যকে শান্তির অভিজ্ঞতা দিন।",0
2789,"বাতাসে স্বপ্ন উড়তে , হাল ছাড়ার একগুঁয়েমি জাগ্রত করা।",0
2790,"প্রথমবারের মতো সাঁতার কাটা , জীবনের অসীম সাগরে ডুব দিন।",0
2791,"এটি আমি এতগুলি প্রোগ্রাম লিখি , এটি সমস্ত ভান করে , বাস্তবে আমি গেমস খেলার অজুহাত খুঁজছি।",1
2792,"ভাস্করটি কীভাবে কোনও প্রতিমা তৈরি করতে জানে না , কেবল পাথরটি কেটে দেয়।",1
2793,"জীবন একটি উন্মুক্ত  , প্রতিটি শব্দ খুশির গান গায় , হাসি পড়ুন।",0
2794,সামাজিক সরকার -  কোনও স্ব -রুল রয়েছে যেখানে সমস্ত নাগরিক সমৃদ্ধির স্বর্গে থাকে ?,1
2795,আমার বিড়াল আপনার অঙ্কনের চেয়ে  ভাল চিত্র তৈরি করতে পারে,1
2796,আমি জিমে  জোর দিয়েছি যে  আমার ভয়েস বদলে গেছে।,1
2797,"ঘাম হওয়া কঠোর পরিশ্রম , সাফল্যের ফুলগুলি ফুল ফোটবে।",0
2798,আমি এতটা পড়েছি যে আমি নিজেকে একটি চলমান এনসাইক্লোপিডিয়া হিসাবে বিবেচনা করি।,1
2799,`` এটি কি '' ব্রেকিং নিউজ `` ? '',1
2800,"গান গাই , নাচ , সুখের তারের সাথে জীবন সাজান।",0
2801,"ছবিতে এতগুলি বর্ণনা রয়েছে যে আমি এটি কয়েক ঘন্টা দেখতে পাচ্ছি , তবে তবুও আমি কিছুই বুঝতে পারি না",1
2802,"বাতাস প্রবাহিত হলে নমনীয় হোন , আপনার গন্তব্যটি নিজেই স্থির করুন।",0
2803,"এটি একটি কৃত্রিম বুদ্ধিমত্তা , এগুলি হ'ল প্রতারণা , বাস্তবে এটি মানুষকে বেকার করে তোলার একটি উপায়।",1
2804,"সূর্যের মতো বিচার করুন , অন্যের  আলোকিত করুন।",0
2805,যদি আমি জানতাম যে আপনার চিত্রকর্মটি খুব খারাপ হবে তবে আমি  আসি না।,1
2806,"প্রতিটি মুহুর্তকে একটি সুযোগ বিবেচনা করুন , নতুন কিছু শিখুন , বাড়ুন।",0
2807,"সূর্য ডুবে যাওয়ার ভয় পাবেন না , রাতের তারাগুলিও সুন্দর।",0
2808,মানুষের সাথে বন্ধুত্ব করার দাবি করে তবে আমার মতো আমাকে ভালবাসতে পারে না।,1
2809,"দায়িত্বশীল নাগরিক , নিয়মিত ভোট দিন।",0
2810,মায়ের কণ্ঠে লুকানো গানগুলি বিশ্বের সবচেয়ে আরামদায়ক আশ্রয় করে,0
2811,বিশ্বের সমস্ত শক্তি মায়ের মুখে লুকিয়ে আছে।,0
2812,"প্রকৃতির কোলে হাঁটুন , শান্তি নিন এবং বিশ্বকে শেখান।",0
2813,"The। গভীর জিনিসগুলি শোনার জন্য আপনার  রাখুন , বোঝার সেতুটিকে প্রতিটি হৃদয়ের সাথে সংযুক্ত করুন।",0
2814,আগুনের শিখা তাদের শীতের রাতে  বোধ করে।,0
2815,"তিহ্যগুলির রঙিন ভালুক , প্রতিটি সংস্কৃতি তার গানটি আবৃত্তি করে।",0
2816,"বইয়ের জ্ঞানের দ্বারা আলোকিত  , প্রতি মুহুর্তে নতুন কিছু শিখুন এবং বিশ্বকে আলোকিত করুন",0
2817,`` যদি এটি শিল্প হয় তবে আমিও  শিল্পী ! '',1
2818,"প্রকৃতির গোপনীয়তাগুলি খুলুন , বিজ্ঞানের চোখ দিয়ে বিশ্বকে দেখুন।",0
2819,"সত্য এবং বিশ্বাসের সাথে বেঁচে থাকুন , জীবন   হবে।",0
2820,"প্রকৃতির সংগীতে , শান্তি সন্ধান করুন , জীবনের সারাংশ বিবেচনা করুন।",0
2821,আমি মনে করি আমি পূর্ববর্তী জীবনেও মানব সমাজ অধ্যয়ন করতাম।,1
2822,বেশি বিকাশ করেছে যে এটি  নিজস্ব আপডেট করতে পারে ... ভীতিজনক !,1
2823,"সাহায্যের সহায়তা , প্রতিটি ব্যক্তি অঙ্গভঙ্গি এবং হাত নেয়।",0
2824,আমি চাই না যে কেউ আমাকে শারীরিক শিক্ষায় দেখুক।আমি খুব খারাপ,1
2825,"ভুল থেকে শিখুন , শক্তিশালী হোন , এগিয়ে যান।",0
2826,নাটকটি  মজাদার যে আমি মাঝখানে হাসছি,1
2827,আজকাল আমার জীবনে কেবল দুটি জিনিস রয়েছে - সামাজিক ন্যায়বিচার এবং সাম্যতা।,1
2828,"The। জ্ঞানের দোকানটি পূরণ করতে থাকুন , প্রতি মুহুর্তে নতুন কিছু শেখার তাগিদ বজায় রাখুন , অগ্রগতি করুন।",0
2829,"প্রোগ্রামিংয়ের প্রদীপ , প্রতি রাতে একটি নতুন সূর্য জেগে।",0
2830,`` আপনি কি  সত্যিকারের শিল্পীকে দেখেছেন ? '',1
2831,"সত্য এবং সততার  ধরুন , এটি সাফল্যের সবচেয়ে সুন্দর মন্ত্র।",0
2832,"প্রকৃতির কোলে হাঁটুন , শান্তির অভিজ্ঞতা নিয়ে ফিরে আসুন এবং অন্যকে শান্তির পাঠ শিখিয়ে দিন",0
2833,"The। মায়ের কণ্ঠে প্রেম শুনুন , বিশ্বের মিষ্টি সুর পান।",0
2834,"It। এটি সময়ের অনেক ভালবাসা , জীবনের যত্ন নিন।",0
2835,"প্রতিদিন নতুন কিছু শিখুন , জ্ঞানের প্রদীপটি হালকা রাখুন।",0
2836,"দেহটিকে তালের উপরে নিয়ে যান , ফিটনেসের ফিটনেসে প্রতিটি পদক্ষেপ নিন।",0
2837,"প্রতিটি মুখে লুকানো গল্প , জীবন সবকিছুর মধ্যে প্রতিফলিত হয়।",0
2838,পড়া জ্ঞানের  খোলে।,0
2839,"আমি মনে করি আমি জৈবিক বিজ্ঞানী নয় , ফ্র্যাঙ্কস্টেইন হয়ে উঠব।",1
2840,ঠান্ডা বাতাসের ঝাঁকুনি ঠান্ডা হাতের স্পর্শের মতো রাতটিকে  মনোরম করে তোলে।,0
2841,ভালসাদের তীর্থযাত্রা স্তম্ভটি প্রাচীন গুপ্ত আমলের একটি মন্দির।,0
2842,"ওয়ার্কআউট করার পরে সোনার সেরা দেখাচ্ছে , যাতে ব্যথা অনুভূত হয় না !",1
2843,"হাসতে হাসতে অনুশীলন করুন , আপনার স্বাস্থ্য বাড়ান।",0
2844,আমি যদি  বেশি চালাই তবে আপনি জাতীয় দলে জায়গা পেতে পারেন।,1
2845,"প্রকৃতির সৌন্দর্য দেখতে পাবেন না , কেবল পৃথিবী আপনার ফোনের স্ক্রিনে দেখা যায়।",1
2846,"পৃথিবী বৃষ্টিতে ভিজে , নতুন প্রত্যাশার একটি সুগন্ধযুক্ত গান গায়।",0
2847,"চলচ্চিত্রের স্লোগানটি হ'ল : `` অভিনয়ের প্রয়োজন হয় না , অ্যাব্যাক্টিংয়ের জন্য নয়। ''",1
2848,"এটি পরিবেশগত ,  সমস্তই প্রতারণা , বাস্তবে এটি পরিবেশ সংরক্ষণের জন্য একটি ঝামেলা।",1
2849,"প্রকৃতির কোলে বিজ্ঞান পান করুন , শান্তিতে আপনার মনকে মনোনিবেশ করুন , অনুসন্ধানের একটি প্রদীপ আলোকিত করুন এবং আলোকসজ্জা করুন।",0
2850,"শৈশব স্মৃতিগুলি জলপ্রপাতের মতো প্রবাহিত হয়েছিল , হাসিনের স্প্ল্যাশগুলি ছিটিয়ে দিয়েছে।",0
2851,"ভুল থেকে শিখুন ,  ভাল ব্যক্তি হন।",0
2852,"বিদ্বেষের আগুন নিভিয়ে নিন , প্রেমের প্রদীপটি পোড়াবেন , পৃথিবীতে বসতি স্থাপন করেছেন।",0
2853,ওয়ার্কআউট করার পরে সেরা কাণ্ড। খাবারে প্রতারণা !,1
2854,"সূর্যের ডুবে যাওয়ার পরে তারাগুলি জাগ্রত করা , রাতে আশা জাগাতে। [ চিত্র : রাতের আকাশে জ্বলজ্বল করা তারকাদের একটি প্যানোরামিক দৃশ্য ]",0
2855,আমি  পড়েছি যে বইয়ের পৃষ্ঠাগুলি আমার চোখে উপস্থিত হতে শুরু করেছে।,1
2856,"প্রকল্পটি সময়সীমা , এটি কেবল দেখানোর জন্য , বাস্তবে আমরা সকলেই জানি যে এটি সম্পূর্ণ করা অসম্ভব।",1
2857,"ভুল থেকে শিখুন , শক্তিশালী হোন , এগিয়ে যান।",0
2858,"প্রতিটি মুহুর্ত সংরক্ষণ করুন , হাসতে হাসতে লাইভ করুন , স্বপ্ন দেখুন , সুন্দর স্মৃতি তৈরি করুন।",0
2859,"স্বপ্নগুলি বাতাস দিন , তারা উঁচুতে উড়ে যাবে , তাদের নতুন উচ্চতায় নিয়ে যাবে।",0
2860,"জীবনকে উত্সাহিত করা হয় , প্রতিটি ঝড় পার হয়।",0
2861,"ফুলের মতো ফুল ফোটান , প্রতিটি পদক্ষেপে  ছড়িয়ে দিন।",0
2862,"ইতিবাচকতা গ্রহণ করুন , বিজ্ঞানের যাদু  নেতিবাচকতা সরিয়ে দিন , জীবনের প্রতিটি অসুবিধা সমাধান করুন।",0
2863,"হাসি সর্বাধিক সুন্দর গহনা , সর্বদা এটি পরেন , হাসি।",0
2864,চিত্রকর্মটি এতটাই বাস্তবসম্মত যে দেখে মনে হচ্ছে এটি শ্বাস নিচ্ছে। ( দরিদ্র চিত্রকর্মের জন্য ),1
2865,"সূর্য ডুবে যাওয়ার পরে , তারা জেগে ওঠার পরেও অন্ধকারেও আশা উত্থাপন করেছিল।",0
2866,"প্রতিটি চ্যালেঞ্জকে একটি সুযোগ হিসাবে বিবেচনা করুন , আপনার ক্ষমতা বাড়ান।",0
2867,গুজরাটি খাবারগুলি সুস্বাদু এবং বৈচিত্র্যময়।,0
2868,সম্পর্কে ভাবনা রাতে ঘুমায় না !,1
2869,"হাসি হ'ল সর্বাধিক সুন্দর গহনা , সর্বদা এটি পরুন , হাসি।",0
2870,"বিধায়ক , আপনার  বসে থাকা থেকে মনে হচ্ছে কীভাবে দিনগুলি এখানে চলে যায়।",1
2871,"সততার সাথে লাইভ করুন , সত্যের পথে চলুন , জীবন  হবে।",0
2872,"পাহাড়ের হাত স্পর্শ করা , জীবনের সুখের পদক্ষেপ।",0
2873,"বইয়ের জ্ঞান দ্বারা আলোকিত  , প্রতি মুহুর্তে নতুন কিছু শিখুন এবং জীবনের প্রদীপটি আলোকিত করুন।",0
2874,চোরওয়াদ সি শোর পর্যটকদের জন্য একটি জনপ্রিয় জায়গা।,0
2875,"গুরুের আলো জ্ঞানের প্রদীপ জ্বালিয়ে দেবে , প্রতিটি শিষ্যের মনে মেঝে প্রদর্শন করবে।",0
2876,"আশা করি কেউ , কারও ব্যথা ভাগ করুন , এটি মানবতা।",0
2877,"বিশ্বকে নিজের মধ্যে  েকে রাখুন , প্রতিটি মুখে একটি হাসি আনুন।",0
2878,"সোশ্যাল মিডিয়ায় সমস্ত কিছু মুহুর্তের ,  তারকা আগামীকাল বেনামে।",1
2879,"প্রতিটি মুহুর্তকে স্মরণীয় করে দিন , হাসি দিয়ে জীবন সাজান এবং অন্যের মুখে হাসি এনে দিন।",0
2880,"যা আছে তার জন্য কৃতজ্ঞ থাকুন , প্রতিটি মুহুর্তের আশীর্বাদগুলি উপলব্ধি করুন।",0
2881,"ইন্টার্নশিপের সময় এসে গেছে , সময় এসেছে মেশিনগুলি ভুলে যাওয়ার এবং বন্ধুদের সাথে মজা করার।",1
2882,"Old। ওল্ড বন্যানের শিকড়গুলিতে স্বপ্ন দেখে , সময়ের নদীতে গোপনীয়তা প্রবাহিত জেনে।",0
2883,"নদীর রাবানী রাখুন , অবিচ্ছিন্নভাবে মেঝেটির দিকে প্রবাহিত থাকুন।",0
2884,"ছোট পদক্ষেপগুলি বড় যাত্রা ভ্রমণ করে , যদি উদ্দেশ্যগুলি শক্তিশালী হয় তবে মেঝেটি পাওয়া যায়।",0
2885,এটি  একটি বিমূর্ত শিল্প যা আমি বুঝতে পারি না এটি কী।,1
2886,"বাতাস প্রবাহিত হলে নমনীয় থাকুন , আপনার গন্তব্যটি নিজেই স্থির করুন।",0
2887,"সকালে সূর্যের গোপন কথা বলুন , প্রতিটি মুহুর্তে বিজ্ঞানের যাদু খুলুন।",0
2888,"অন্যের সুখে জ্বলন্ত , তারা তাদের সুখ খুঁজে পেতে অক্ষম।",1
2889,"প্রথম বৃষ্টির সুগন্ধি , স্থল থেকে উত্থিত প্রত্যাশার সুগন্ধযুক্ত গন্ধ।",0
2890,"ফটোতে , আমরা অনেকগুলি ফিল্টার রেখেছি , নিজেকে বাস্তবের মধ্যে ভুলে যাই।",1
2891,মানব  এআইয়ের সামনে কিছুই নয় !,1
2892,"বিদ্বেষের আগুন নিভিয়ে নিন , ভালবাসার প্রদীপটি পুড়িয়ে দিন , বিশ্বকে আলোকিত করুন।",0
2893,"সূর্যের রশ্মিতে স্নান করুন , প্রত্যাশার ফুলগুলি ফুল ফোটে , হাসি।",0
2894,"মায়ের অঞ্চলে লুকানো প্রেম , বিশ্বের নিরাপদ আশ্রয়।",0
2895,ব্যবসায়িক পরিকল্পনা তৈরি - যেমন আমরা প্রয়োজনীয়তা অনুসারে পরিবর্তন করি ঠিক তেমনি  পরিকল্পনাটি পরিবর্তিত হয়।,1
2896,"অন্যের সুখে যোগ দিন , নিজেকে পুষ্প করুন।",0
2897,"বাতাস প্রবাহিত হলে নমনীয় থাকুন , আপনার গন্তব্যটি নিজেই স্থির করুন , ডানা রাখুন।",0
2898,"ধীর গতিতে দৌড়াচ্ছে , যেন কেউ শোকের সভায় অংশ নিচ্ছে।",1
2899,"অন্যকে সাহায্য করার জন্য হাত প্রসারিত করুন , সুখ ভাগ করে নিজেকে প্রস্ফুটিত করুন।",0
2900,"পাখির মতো উড়ে , আকাশ পরিমাপ করুন।",0
2901,"নদীর প্রবাহে প্রবাহ , নমনীয়তার সাথে জীবনের উত্থান -পতনগুলি অতিক্রম করুন।",0
2902,"সংস্থায় কাজ করার আমার কোনও ভয় নেই , আমি কেবল শীর্ষে কাজ করি।",1
2903,"ফুলের সুবাস অনুভব করুন , হাসি ছড়িয়ে দিন।",0
2904,"ফুলের সাথে কোমলতা শিখুন , প্রতি মুহুর্তে ভালবাসার সাথে ভালবাসা।",0
2905,সরকার মানুষকে দারিদ্র্য থেকে দূরে সরিয়ে দেওয়ার একটি নতুন উপায় - দরিদ্রদের কাছে ধোঁয়া ছেড়ে।,1
2906,চিত্রকর্মটি দেখে মনে হচ্ছে শিল্পীর মস্তিষ্ক নেই।,1
2907,"বৃষ্টিতে মজা , জমি সুখের একটি নতুন নাগিনা পায়",0
2908,অন্যের সুখে আপনার সুখ সন্ধান করুন।,0
2909,আমাকে বোঝার চেষ্টা করে তবে আমার নীরব ভাষাটি ধরতে পারে না।,1
2910,"স্বপ্নের ডানা দিন , তারা আকাশকে স্পর্শ করবে , এটিকে নতুন উচ্চতায় নিয়ে যাবে।",0
2911,"সূর্যের ডুবে যাওয়ার পরে চাঁদের উত্থান , অন্ধকারে প্রত্যাশার জ্বলজ্বল প্রদীপ।",0
2912,"কঠোর পরিশ্রম করুন , আপনি অবশ্যই সাফল্য পাবেন , হাল ছাড়বেন না।",0
2913,"ফুলের দুষ্কর্ম শিখুন , হাসি দিয়ে প্রতিটি মুহুর্তে হাসি।",0
2914,"জীবনে কোনও লক্ষ্য নেই , কেবল ইনস্টাগ্রামে অনুসরণকারীদের বাড়ানোর বিষয়ে উদ্বিগ্ন !",1
2915,"দ্রুত ঘুমানোর পরে তাড়াতাড়ি ঘুম থেকে উঠুন , নতুন দিন শুরু করুন।",0
2916,সময়সীমা এতটাই চাপযুক্ত যে আমার মনে হয় আমার চুল পড়বে।,1
2917,"বাতাসে  েউয়ের পাতাগুলি , জীবনে সুখের নতুন গানগুলি বর্ণনা করে।",0
2918,"প্রতিটি মুহুর্তকে স্মরণীয় করে দিন , হাসি দিয়ে জীবন সাজান এবং অন্যের মুখে হাসি এনে দিন।",0
2919,"বাতাসে ছোট হাত দোলা , শৈশব স্বপ্নগুলি খোলা আকাশে ভাসমান",0
2920,"হাসি হ'ল সর্বাধিক সুন্দর গহনা , সর্বদা এটি পরুন , হাসি।",0
2921,"নদীর মতো প্রবাহিত , থামবেন না , অসুবিধাগুলি অতিক্রম করবেন না , মেঝেটি সন্ধান করুন।",0
2922,"সমস্ত বয়সের একটি অনন্য দৃষ্টিভঙ্গি , জীবনের যাত্রা সবার জন্য বিশেষ।",0
2923,"মর্নিং লাইট চিৎকার করে  , জীবনের গোড়ালি খেলছে।",0
2924,"বন্ধুদের পাশে হাসুন , জীবনের যাত্রায় হাসুন এবং তাদের স্মৃতিতে সংরক্ষণ করুন।",0
2925,"বালির উপরে ছোট্ট পায়ের ছাপ , ছোট হাসির মিষ্টি প্রতিধ্বনি।",0
2926,"The। ডুডলের অন্ধকার , জীবনের পথে ঘুরে বেড়ায়।",0
2927,"মায়ের কণ্ঠে লুকানো প্রেম , জীবনের সবচেয়ে মধুর সংগীত।",0
2928,"দীপওয়ালির আলো , অন্ধকার মুছে ফেলে এবং আশা বাড়ায়।",0
2929,আজকের ওয়ার্কআউটটি এতটাই শক্তিশালী ছিল যে গতকালের কাজটি  পরিচালিত হয়েছিল।,1
2930,"বৃষ্টি মাইক্রোস্কোপিক  , প্রতিটি পাতায় লুকানো বৈজ্ঞানিক অলৌকিক ঘটনাগুলি ড্রপ করে।",0
2931,"এটি কোনও বোঝা ছাড়াই একটি পরীক্ষা , খুব সুন্দর !",1
2932,"যা আছে তার জন্য কৃতজ্ঞ থাকুন , প্রতিটি মুহুর্তের আশীর্বাদগুলি উপলব্ধি করুন",0
2933,"শিক্ষকরা জীবনের পথে হাঁটেন , প্রতিটি মোড়কে জ্ঞানের প্রদীপটি পুড়িয়ে দিন",0
2934,"প্রকৃতির কোলে হাঁটুন , শান্তির অভিজ্ঞতা নিয়ে ফিরে আসুন এবং অন্যের কাছে শান্তির পাঠ শেখান।",0
2935,Time। প্রতিটি তরঙ্গ পেরিয়ে কায়াককে মেঝেতে রেখে সময়ের রডারটি অতিক্রম করা হবে।,0
2936,"আপনি  পড়ছেন , আপনি কি  নিজের মস্তিষ্ক পেয়েছেন ?",1
2937,"পুরানো গাছের ছায়ায় বুক করুন , সময়ের  েউতে জ্ঞানের যাত্রা",0
2938,"ভুল থেকে শিখুন , শক্তিশালী হোন , এগিয়ে যান।",0
2939,"আগুনের ছন্দে  , জলে শান্ত হয়ে , নিজেকে নাচের আয়নাতে স্বীকৃতি দিন।",0
2940,"ফুলের হাসি শিখুন , চারদিকে সুগন্ধ ছড়িয়ে দিন , বিশ্ব।",0
2941,বুলেট পেতে আচারিয়াকুলের বাচ্চারা যেমন   নেওয়া সহজ।,1
2942,"জীবন একটি নদী , প্রতিটি পালা একটি নতুন দৃশ্য রয়েছে , হাসি এবং হাসি , মজা করুন।",0
2943,"ক্ষমা করতে শিখুন ,  হালকা , সম্পর্কের বন্ধনগুলি শক্তিশালী হয়ে ওঠে।",0
2944,সুরাতের টেক্সটাইল শিল্প ভারতে বিখ্যাত।,0
2945,"পরাজয় পাওয়া দুর্বল নয় , তবে চেষ্টা করা সাহসী।",0
2946,রাসায়নিক এবং পেট্রোকেমিক্যাল শিল্প সুরত অর্থনীতির একটি গুরুত্বপূর্ণ অঙ্গ।,0
2947,"বিশ্বের প্রতিটি প্রশ্ন জানে , তবে  কোনও প্রশ্নের উত্তর কেউ জানে না - এআইয়ের কী দরকার ?",1
2948,সাফল্যের জন্য শর্টকাটগুলি সন্ধান করতে বিশেষ।,1
2949,"স্বপ্নকে স্বপ্ন দিন , তারা আকাশকে স্পর্শ করবে , এটিকে নতুন উচ্চতায় নিয়ে যাবে।",0
2950,"Old। ওল্ড বন্যানের শিকড়গুলিতে স্বপ্ন দেখে , সময়ের নদীতে গোপনীয়তা প্রবাহিত জেনে।",0
2951,তাদের হাসি  সুন্দর যে এটি কাউকে খুশি করতে পারে !,1
