,telugu_text,result
808,కీబోర్డ్ యొక్క ప్లేయర్ అక్షరాలతో సంగీతాన్ని ప్లే చేస్తుంది,0
809,నేను  సాయంత్రం నెట్‌ఫ్లిక్స్‌లో మంచి సినిమా చూస్తానని మరియు  జిమ్‌ను మరచిపోతాను .,1
810,"ది షాడో ఆఫ్ ఓల్డ్ ట్రీలో  పుస్తకం చదవడం , ది జర్నీ ఆఫ్ నాలెడ్జ్ టైమ్ యొక్క అలసటను నిర్మూలిస్తుంది",0
811,"అతను ఒకే దర్శకుడిని మాత్రమే ఇష్టపడతాడు , ప్రతి సినిమా తనతో కలిసి చేస్తాడు !",1
812,"గాలులు మారినప్పుడు సరళంగా ఉండండి , మీ గమ్యాన్ని మీరే నిర్ణయించుకోండి",0
813,"ప్రోటీన్ షేక్ చాలా రుచికరమైనది , నేను మొత్తం ఒకేసారి తాగుతాను .",1
814,"అతని అవార్డులు కొనుగోలు చేయబడ్డాయి , నిజమైన ప్రతిభ అస్సలు లేదు !",1
815,"స్మైల్ పువ్వులు , ప్రతి ముఖం , ప్రతి క్షణం ఫీడ్ చేస్తుంది",0
816,"చాలా ప్రభావవంతంగా ఉంటుంది , అతను ప్రపంచం మొత్తాన్ని కూడా నియంత్రించగలడు ! ఇప్పుడు మనం మరెవరికీ భయపడాల్సిన అవసరం లేదు !",1
817,"వ్యాయామం చేయడానికి ముందు ఫోటో అవసరం , తద్వారా నేను ఎంత కష్టపడుతున్నానో అందరికీ తెలుసు !",1
818,సామాజిక శాస్త్ర ఉపన్యాసం - ప్రజలు ఎల్లప్పుడూ సరైన కోణం నుండి ప్రతిదీ చూసే అటువంటి చర్చ ఏదైనా ఉందా ?,1
819,"నది ప్రవాహంలో ప్రవాహం , వశ్యతతో జీవితంలోని హెచ్చు తగ్గులు దాటండి",0
820,మానవులతో స్నేహం చేస్తుందని వాదనలు కానీ నా లాంటి నన్ను ప్రేమించలేడు .,1
821,చిత్రం గురించి గొప్పదనం ఏమిటంటే అది  విధంగానూ అర్థం కాలేదు,1
822,కొత్త తరం ఎప్పుడైనా బాధ్యతాయుతమైన పౌరుడిగా నేర్చుకుంటారా ?,1
823,`` మీరు ఎందుకు తయారు చేయాలని నిర్ణయించుకున్నారో నేను ఆశ్చర్యపోతున్నాను . '',1
824,"స్నేహితులతో సైన్స్ నేర్చుకోండి , జ్ఞానాన్ని పంచుకోండి , ఒకరినొకరు ముందుకు సాగండి , కొత్త ప్రపంచాన్ని కలిసి చేయండి",0
825,జలపాతం యొక్క పడిపోతున్న నీరు ప్రకృతి బలాన్ని సూచిస్తుంది,0
826,"కవి కవితలు చాలా లోతుగా ఉన్నాయి , వాటి అర్థాన్ని అర్థం చేసుకోవడానికి వారు  గొయ్యిని తవ్వాలి",1
827,"పర్వతాల ఎత్తును తాకాలని  , ధైర్యం రెక్కలు పెట్టడం ద్వారా తరంగాలను దాటండి",0
828,ప్రతి ఒక్కరూ నిపుణుడిగా మారినప్పుడు ఇది ఎలాంటి జ్ఞానం .,1
829,"దీపం యొక్క మంటగా ఉండండి , చీకటిని తొలగించండి",0
830,"సోదరుడు , నేను చాలా ఆరోగ్యంగా ఉన్నాను , ఇప్పుడు నేను నన్ను గుర్తించలేదు .",1
831,"మొదటిసారి , బైక్ తొక్కడం , తాజాగా గాలులతో పోటీ పడుతోంది",0
832,"ఇది ప్రతి రాత్రి తరువాత ఉదయం ,  యొక్క దీపం ఉంచుతుంది",0
833,"ఇతరులకు సహాయం చేయడానికి చేతిని విస్తరించండి , ఆనందాన్ని పంచుకోవడం ద్వారా మీరే వికసించండి",0
834,"పర్వతాల ఎత్తును తాకే  , ఆత్మల రెక్కలను ఉంచడం ద్వారా ఆకాశాన్ని కొలవండి",0
835,"డ్రాయింగ్ చూస్తే , ఎవరైనా కళ్ళు మూసుకున్నట్లు అనిపిస్తుంది !",1
836,"పువ్వు వికసించే ముందు మొగ్గ , సహనం ఉంచండి మరియు మీకు నేల వస్తుంది",0
837,"గులాబీ రేకను తాకడం , జీవితం యొక్క మృదువైన అందాన్ని గ్రహించి",0
838,"రేసులో తిరిగి రావడం వల్ల  ప్రయోజనం ఉంది , కనీసం అది ఎండలో పడవలసిన అవసరం లేదు .",1
839,"బడ్జెట్ : పేదలకు ఏమీ లేదు , కానీ మూడుసార్లు వ్యాపార నిర్మాణం .",1
840,లాభం మరియు నష్ట విశ్లేషణ - ప్రతిదీ స్పష్టంగా ఉన్న ఏదైనా నిర్ణయం ఉందా ?,1
841,"చిన్న చేతులు వాడండి , శోధించే కోరికను మేల్కొల్పండి",0
842,"సెల్ఫీకి వెళ్లి సెల్ఫీ తీసుకోవడం కూడా కేలరీలను బర్న్ చేస్తుంది , తెలుసా ?",1
843,"ఇప్పుడు జిమ్‌కు వెళ్లడానికి సమయం లేదు , నేను చాలా బిజీగా ఉన్నాను .",1
844,"ఆకాశంలో కలలను చెదరగొట్టండి , అవి రియాలిటీగా ఉండనివ్వండి",0
845,"తప్పుల నుండి నేర్చుకోండి , మంచి వ్యక్తిగా మారే మార్గంలో నిరంతరం నడవండి",0
846,"సైన్స్ చదివిన తరువాత చాలా సమయం ఉంది , నేను ప్రయోగశాల పరికరాలను తాకడం ఇష్టం లేదు .",1
847,రాత్రి చంద్రకాంతి నీలి ఆకాశంలో అలంకరించబడిన అందమైన పెయింటింగ్,0
848,"నది ఒడ్డున ఉన్న నీరు , మనస్సు యొక్క ఆందోళనలను తొలగిస్తుంది",0
849,నా డ్రాయింగ్లను భయానక చిత్రాలలో ఉపయోగించవచ్చు,1
850,"ప్రకృతి నీడ , పర్వతాల ఎత్తు , జీవితానికి కొత్త ఆశను ఇస్తుంది",0
851,పుస్తకంలో అసలు ఆలోచన ఏదైనా ఉందని నేను అనుకోను .,1
852,"తల్లి ఒడిలో శాంతిని కనుగొనండి , ఆప్యాయత యొక్క సముద్రంలో స్నానం చేయండి మరియు ప్రేమను పంచుకోండి",0
853,"నేను కంప్యూటర్ ఇంజనీర్ కాదు , సాంకేతిక నిపుణుడిని అవుతాను .",1
854,"నేను చాలా గణితాలను చదివాను , నేను లోగరిథం గురించి భయపడను .",1
855,"నెక్లెస్‌ను నిచ్చెనగా మార్చండి , తదుపరి విజయానికి పునాది వేసి బలంగా మారండి",0
856,"పర్వతాల పైభాగంలో గాలులతో డ్యాన్స్ చేయడం , స్వేచ్ఛ పాటను బిగ్గరగా పాడుతోంది",0
857,"చాలా ప్రయోగాలు చేసిన తరువాత కూడా , నేను శోధనలో విజయం సాధించకపోతే , నేను అన్నింటినీ వదిలి అడవిలో నివసిస్తాను .",1
858,సంగీతకారుడి పాటలు విన్న రాయి కూడా కరుగుతుంది . ( నిజంగా చాలా చెడ్డది ),1
859,ఇది సాగదీయడం లేదా ఒకరిని భయపెట్టడానికి ప్రయత్నిస్తుందా ?,1
860,'ఇష్టాలు ' మరియు 'వ్యాఖ్యలు ' యొక్క జీవితాలను గడుపుతున్న వారు నిజంగా సంతోషంగా ఉన్నారా ?,1
861,ఆన్‌లైన్ చెల్లింపు - నగదు లేకపోవడం మాకు ఏమైనా మార్గం ఉందా ?,1
862,"అంత చదివినప్పటికీ మీకు మంచి సంఖ్యలు లభించకపోతే , నేను పదవీ విరమణ చేస్తాను .",1
863,"నేను జీవశాస్త్రంలో పరిజ్ఞానం కలిగి ఉన్నానని అనుకుంటున్నాను , నేను డైనోసార్లను కూడా గుర్తించగలను .",1
864,"స్నేహితుల పక్కన నవ్వండి , కలిసి జీవిత ప్రయాణాన్ని పూర్తి చేయండి  ( స్నేహితుల బృందం నవ్వుతూ , సరదాగా ఉంటుంది )",0
865,"సహనం యొక్క దీపాన్ని వెలిగించండి , సంబంధాల నది ప్రశాంతంగా ప్రవహిస్తుంది",0
866,అధ్యయనాలు జీవితం అయితే జీవితం చాలా బోరింగ్ .,1
867,"కెమెరా ముందు ఏడుస్తున్నట్లు నటిద్దాం , వాస్తవానికి ఇది గుండె యొక్క నల్లగా ఉంది !",1
868,డ్రాయింగ్ భయానక చిత్రం యొక్క పోస్టర్ కంటే చాలా భయానకంగా ఉంది .,1
869,ఆహా అధ్బుతం ! ఇది ఖచ్చితంగా నిజంగా కనిపిస్తుంది.విషయం ఏమిటి ! మాస్టర్ పీస్ .,1
870,"సహకారం యొక్క స్నేహపూర్వక స్నేహాన్ని సంపాదించండి , టీమ్ స్పిరిట్‌తో విజయం సాధిస్తుంది",0
871,డ్రాయింగ్‌ను ఎవరైనా అర్థం చేసుకోగలరని నేను అనుకోను,1
872,చిన్న పాదాల ఇసుక ఇసుకపై చిన్ననాటి నవ్వు యొక్క తీపి తరంగం,0
873,"చిన్న క్షణాల్లో కూడా చంద్రకాంతిని కనుగొనండి , ఇది చాలా రిలాక్స్డ్ , బహిరంగంగా జీవించండి",0
874,మీరు  డ్రాయింగ్‌ను మీరే తయారు చేసుకున్నారా లేదా ఒకరి నుండి తీసుకువచ్చారా ?,1
875,"మీ వ్యాయామం చాలా సులభం , దీన్ని చేయడం ద్వారా , సోమరితనం కూడా కోల్పోతుంది .",1
876,జీవిత మార్గంలో కలిసి నడిచే వారు అడుగడుగునా సులభతరం చేస్తారు,0
877,"నిజాయితీగా జీవించండి , సత్య మార్గంలో నడవండి , జీవితం సులభం అవుతుంది",0
878,"సూర్యుడు మునిగిపోయిన తరువాత నక్షత్రాలు మేల్కొలపండి , చీకటిలో కూడా కలలను మేల్కొల్పండి",0
879,"సూర్యుని కిరణాలను మెరుస్తూ , ప్రతి ప్రశ్నకు సమాధానాలు పొందండి , ఉజ్వల భవిష్యత్తుకు  మార్గం చేయండి",0
880,"డ్రీమ్స్ రెక్కలు ఇవ్వండి , వారు ఆకాశాన్ని తాకుతారు , దానిని కొత్త ఎత్తులకు తీసుకువెళతారు",0
881,"హే సోదరుడు , మీ బ్యాంక్ ఖాతా మీ బెస్ట్ ఫ్రెండ్ , ఎందుకంటే ఇది మిమ్మల్ని బలహీనమైన పథకం నుండి రక్షిస్తుంది .",1
882,"నది అంచుగా ఉండండి , నేల వైపు కదులుతూ ఉండండి , తరంగాల నుండి వదులుకోవద్దు",0
883,"మొదటి పద్యం రాయడం , థ్రెడింగ్ హార్ట్ బీట్స్ పదాలు  [ చిత్రం : సంతోషంగా ఉన్న వ్యక్తి పెన్నుతో కాగితంపై ఏదో వ్రాస్తున్నాడు ]",0
884,"స్మైల్ చాలా అందమైన ఆభరణాలు , ఎల్లప్పుడూ ధరించండి , నవ్వండి",0
885,"సూర్యుని కిరణాలతో మేల్కొలపండి , జీవిత క్షణం జీవించండి మరియు ప్రతి రంగును ఆస్వాదించండి",0
886,"పర్వతాల ఎత్తును తాకి , ఆకాశాన్ని ఆత్మల రెక్కలతో కొలవండి",0
887,నాకు వ్యాయామం అంటే టీవీ రిమోట్‌ను కనుగొనడం అంటే !,1
888,"నాకు ఇంజనీరింగ్ భయం లేదు , నేను అతిపెద్ద ఇంజనీర్ కావడానికి పని చేస్తున్నాను .",1
889,"మీ  చాలా చెడ్డది , చేపలు కూడా మిమ్మల్ని చూసి నవ్వుతాయి .",1
890,"ధూపం , నీడ కూడా వెంట వెళుతుంది , ఇబ్బందులతో ఆనందం కూడా ముఖ్యం",0
891,"గాలిలో కలలను చెదరగొట్టండి , మొండిగా వాటిని రియాలిటీగా మార్చండి మరియు వాటిని కష్టపడి నెరవేర్చండి",0
892,"జీవిత మార్గంలో భాగస్వామి యొక్క  , ఆనందంతో అడుగడుగునా నృత్యం చేయండి",0
893,"గాలిలో కలలను చెదరగొట్టండి , వాటిని రియాలిటీ చేయమని పట్టుబట్టండి",0
894,ఇక్కడ వ్యవస్థ చాలా ఆదర్శవాదం - ఆదర్శాలను పుస్తకాలలో మాత్రమే వదిలివేయడం మంచిది .,1
895,"జీవితం  గాలిపటం , గాలులతో నవ్వింది , బహిరంగ ఆకాశంలో అధికంగా ఉంటుంది",0
896,"పక్షిగా ఉండండి , ఎగురుతూ నింపండి , సంకెళ్ళు విచ్ఛిన్నం చేయండి , కలలను తాకండి",0
897,"యొక్క హారము ధరించి , పువ్వుల నవ్వు వినండి",0
898,"మీ డ్రాయింగ్ నైపుణ్యాలు చాలా అభివృద్ధి చెందాయి , మీరు  పిల్లవాడిని అయినా కళాకారుడిగా చేసుకోవచ్చు .",1
899,"గాలులలో బ్లో ఆశలు , గాలిపటం లాగా జీవితాన్ని పెంచుకోండి",0
900,"కోడింగ్ చిక్కులను పరిష్కరించడం , బ్రెయిన్ జిమ్నాస్టిక్స్ ఫన్",0
901,"`` ఇది చాలా భయంకరమైనది , ఇది వింతగా ఆకర్షణీయంగా ఉంది . ''",1
902,"వారు  కోసం ఆస్కార్ పొందాలి , బాగా నటించండి !",1
903,"సూర్యుడు మునిగిపోయిన తరువాత చంద్రుని కాంతి , చీకటిలో కలలకు కొత్త మార్గాన్ని చూపిస్తుంది",0
904,"సూర్యుడు మరియు చంద్రుని  , ఆకాశం యొక్క కాన్వాస్‌పై సైన్స్ డాన్స్",0
905,"నేను చాలా పరిగెత్తితే , మీరు జాతీయ జట్టులో స్థానం పొందవచ్చు .",1
906,"డ్రాయింగ్ చాలా బాగుంది , దీనిని మ్యూజియంలో ఉంచలేము , ఎందుకంటే ఇది మిగిలిన కళాఖండాలను క్షీణింపజేస్తుంది .",1
907,"'ఫుడ్ బ్లాగర్ ' ప్రతి ఒక్కరూ , కానీ ఇంటి ఆహారాన్ని తినడానికి ఎవరూ లేరు !",1
908,"గాలులు ప్రవహించినప్పుడు సరళంగా ఉండండి , మీ గమ్యాన్ని మీరే నిర్ణయించుకోండి , రెక్కలు ఉంచండి",0
909,"నటీమణులు నృత్యం మరియు ఏడుపు మాత్రమే వస్తారు , వారు ఇప్పుడే చూపిస్తారు !",1
910,"స్నేహితులను ఆలింగనం చేసుకోండి , వారు జీవితానికి విలువైన మద్దతు",0
911,నేను వ్యాయామశాలలో మాత్రమే కష్టపడుతున్నాను… టీవీ చూస్తున్నప్పుడు మంచం మీద పడుకున్నప్పుడు !,1
912,ప్రపంచంలోని అత్యంత అందమైన దృశ్యం అయిన తల్లి దృష్టిలో ప్రేమను కనుగొనండి,0
913,"చెట్లు ఎక్కడం అభ్యసిస్తున్నాయి , మనం కోతిగా ఉండబోతున్నట్లు .",1
914,"తల్లిదండ్రులకు మొదటి సంపాదించే బహుమతి , వారి కళ్ళలో మెరిసేది",0
915,"మీ పెయింటింగ్ చూస్తే , మీరు దానిని తాగినట్లు అనిపిస్తుంది .",1
916,రేపు కూడా చెప్పలేమని  చాలా ప్రవీణుడు .,1
917,"గాలులతో నృత్యం చేయండి , బహిరంగంగా జీవించండి",0
918,మార్కెట్ అందం జీవిత రంగుల సరసమైనది,0
919,"సూర్యుడిలా మెరుస్తూ , మీ కాంతిని విస్తరించండి , ఇతరుల మార్గాన్ని ప్రకాశవంతం చేయండి",0
920,"పువ్వుల నవ్వు వినండి , పాజిటివిటీ మరియు స్ప్రెడ్  నెక్లెస్ ధరించి",0
921,"శిల్పి యొక్క విగ్రహాలు చాలా అందంగా ఉన్నాయి , అవి భయానకంగా కనిపిస్తాయి .",1
922,అతను మీ బెస్ట్ ఫ్రెండ్ అని  మీకు చెప్పడం ప్రారంభించినప్పుడు జాగ్రత్తగా ఉండండి.ఆమె మీ డేటాను దొంగిలించాలనుకోవచ్చు .,1
923,చిన్న పిల్లలలో జీవితం యొక్క నిజమైన సంగీతం జీవితం,0
924,"తప్పులతో సుడర్ , మంచి వ్యక్తిగా మారే మార్గంలో నిరంతరం నడవండి",0
925,ఆవాలు పసుపు పువ్వులు గుజరాత్ మైదానంలో బంగారు రంగులో ఉన్నాయి,0
926,సబర్మతి ఆశ్రమం మహాత్మా గాంధీ ఇల్లు,0
927,"అక్కడ ఉన్నదానికి కృతజ్ఞతతో ఉండండి , ప్రతి క్షణం యొక్క ఆశీర్వాదాలను గ్రహించండి",0
928,"పుస్తకాల పరిజ్ఞానం ద్వారా ప్రకాశవంతంగా ఉండండి , ప్రతి క్షణం క్రొత్తదాన్ని నేర్చుకోండి మరియు మీ ప్రపంచాన్ని ప్రకాశవంతం చేయండి",0
929,"సూర్యుని కిరణాలలో స్నానం చేయండి , బలం కూడా కనుగొనబడుతుంది మరియు దిశ",0
930,ఎవరైనా పెయింట్ యొక్క తడి వస్త్రాన్ని విసిరినట్లుగా ఇది ఎలాంటి కాన్వాస్ .,1
931,"నాకు పని చేయాలనే భయం లేదు , నేను  కావడానికి పని చేస్తున్నాను .",1
932,"నేను చాలా సామాజిక శాస్త్రాన్ని చదివాను , నేను సామాజిక మార్పుకు భయపడను .",1
933,"సూరత్ యొక్క వజ్రాల పరిశ్రమ యొక్క ప్రకాశం ప్రపంచాన్ని ప్రకాశవంతం చేస్తుంది , నైపుణ్యం ప్రతి రాయిలో ఉంటుంది",0
934,"నాటకం చాలా పొడవుగా ఉంది , నేను దానిని పూర్తిగా చూడగలనని నమ్మలేకపోతున్నాను",1
935,,0
936,"ఇతరులకు సహాయం చేయడానికి చేతిని విస్తరించండి , ఆనందం నదిని తొలగించండి",0
937,"సూర్యుడు బయటకు రాకముందే మేల్కొలపండి , గుండెలో జ్ఞానం యొక్క కిరణాలను మేల్కొలపండి",0
938,"నేను కథకుడు అవుతాను , చరిత్రకారుడిని కాదు .",1
939,"నేను సమాజం కోసం ఎంత ఎక్కువ పని చేస్తానో , మరింత సమాజం క్షీణిస్తుందని నేను భావిస్తున్నాను .",1
940,"వ్యాయామం తరువాత , కండరాలలో చాలా నొప్పి ఉంది , ఎవరైనా నన్ను కొట్టినట్లు అనిపిస్తుంది !",1
941,సోషల్ మీడియాలో ప్రజలను సంతోషపెట్టడానికి తప్పుడు చిత్రాలు మరియు వీడియోలను పోస్ట్ చేయవద్దు !,1
942,"కర్మ అదృష్టం చేస్తుంది , కష్టపడి పనిచేయండి , మీరు ఖచ్చితంగా విజయం సాధిస్తారు",0
943,"స్నేహితుల పక్కన నవ్వండి , జ్ఞాపకాల ఖజానాలో జీవిత ప్రయాణాన్ని కాపాడండి",0
944,"సూర్యుడు మునిగిపోయిన తరువాత , నక్షత్రాలను మేల్కొల్పిన తరువాత , చీకటిలో కూడా ఆశను పెంచింది",0
945,"ఇవి జీవశాస్త్రంలో జన్యువులు , అవి రోట్ మాత్రమే కాదు , వాస్తవానికి ఇది అర్థం కాలేదు .",1
946,"సంగీతం చాలా అసమానతతో ఉంది , నేను తలనొప్పి కలిగి ఉన్నాను .",1
947,"డ్రాయింగ్‌లో చాలా లోపాలు ఉన్నాయి , కంప్యూటర్‌ను చూడటం ద్వారా క్రాష్ చేయవచ్చు .",1
948,"ప్రతి క్షణాన్ని జీవితం , నవ్వడం , కలలను చూడండి , అందమైన జ్ఞాపకాలు చేయండి",0
949,"ఇంత ఎత్తు నుండి దూకిన తరువాత , భూమి దృ  ంగా లేకపోతే ఏమి జరుగుతుంది ?",1
950,పోర్బందర్ మహాత్మా గాంధీ జన్మస్థలం,0
951,"సీనియర్ అయిన వారు , వారందరూ మా రక్తాన్ని తాగుతారు , వారిని మనుషులు అని పిలవడం తప్పు .",1
952,"నేను మెకానిక్ అవుతాను , ఇంజనీర్ కాదు .",1
953,"ఇంత పెద్ద కాన్వాస్ మరియు ఇంత చిన్న డ్రాయింగ్ , అవసరం ఏమిటి ?",1
954,నేను  వ్యాయామశాల సభ్యత్వాన్ని పునరుద్ధరిస్తానో లేదో నాకు తెలియదు .,1
955,"క్షమించడం నేర్చుకోండి , మనస్సు తేలికైనది , సంబంధాల బంధాలు బలంగా మారతాయి",0
956,"చాలా శక్తివంతమైనది , ఇది ప్రపంచాన్ని కూడా మార్చగలదు ! ఇప్పుడు మనం  సమస్య గురించి ఆలోచించాల్సిన అవసరం లేదు !",1
957,మీరు డ్రాయింగ్‌కు బదులుగా సంగీతంపై దృష్టి పెట్టాలని నేను భావిస్తున్నాను !,1
958,"ఇది నేను బ్యాలెన్స్ షీట్ చేస్తున్నాను , ఇది కేవలం  ప్రదర్శన , వాస్తవానికి నేను బంగారం కోసం  సాకు కోసం చూస్తున్నాను .",1
959,"సూర్యుడిలా మెరుస్తూ , ప్రపంచాన్ని ప్రకాశవంతం చేయండి",0
960,మీరు మీ తలపై చదువుకునేవారు .,1
961,"చిత్రానికి బదులుగా , అతను ఆనాటి పోస్ట్ గ్రాడ్యుయేట్ థియేటర్ కుర్చీలను తీసుకుంటాడు .",1
962,"తప్పులను మెరుగుపరచండి , మంచి వ్యక్తిగా మారే మార్గంలో నిరంతరం నడవండి",0
963,"అతని చిత్రాలు చాలా వెడల్పుగా ఉన్నాయి , మీరు వాటిలో గంటలు కోల్పోవచ్చు !",1
964,మీరు  డ్రాయింగ్  కోణంలో చూస్తున్నారు ?,1
965,"వావ్ , మీ యొక్క  చిత్రం మ్యూజియంలో విలువైనది… రివర్స్ ద్వారా .",1
966,"నది ప్రవాహంలో ప్రవహిస్తుంది , వశ్యతతో జీవితం యొక్క హెచ్చు తగ్గులను ఎదుర్కోండి",0
967,"విల్సన్ హిల్ స్టేషన్ , గుజరాత్ కిరీటం , ఇక్కడ మేఘాలను తాకే భావన ఉంది",0
968,"తప్పుల నుండి నేర్చుకోండి , బలంగా ఉండండి , ముందుకు సాగండి , వదులుకోవద్దు",0
969,కొత్త తరానికి చరిత్ర మరియు సంప్రదాయాలపై ప్రశంసలు లేవు !,1
970,చింపాంజీ యొక్క స్కెచ్ కూడా వారి డ్రాయింగ్ కంటే మంచిది,1
971,బహదూర్ షా జునాగ  ్ సమాధి గుజరాత్ ఇస్లామిక్ నిర్మాణానికి ఉదాహరణ,0
972,"నేను నా జీవితంలో ఎలాంటి బంధంలో జీవించటానికి ఇష్టపడను , నేను స్వేచ్ఛగా ఉండాలనుకుంటున్నాను .",1
973,చిత్రం యొక్క నిర్మాత  చిత్రం చేయడానికి బదులుగా డబ్బు లాంటి సాకు కలిగి ఉండాలి .,1
974,"జీవిత ఇసుకలో వేళ్లు , జ్ఞాపకాల అందమైన క్షణాలు",0
975,"పాట విన్న , ఎవరూ వెర్రివాడు కావడానికి ఎక్కువ సమయం పట్టరు .",1
976,"క్షమించడం నేర్చుకోండి , హృదయం తేలికగా ఉంటుంది , సంబంధాల బంధాలు బలంగా మారతాయి",0
977,"ఇవి ప్రోగ్రామింగ్ భాష , అవి కోడ్ రాయడం కోసం మాత్రమే , వాస్తవానికి ఇది అర్థం కాలేదు .",1
978,"గాలులతో నృత్యం చేయండి , జీవిత బహిరంగతలో అంచనాల గాలిపటాన్ని చెదరగొట్టండి",0
979,"గాలులకు కథలు చెప్పండి , హావభావాలలో కలలను మేల్కొల్పండి , నృత్య కవితను సృష్టించండి",0
980,సోషల్ యాత్ర - అన్ని ప్రయాణాలలో ఎల్లప్పుడూ వినోదం ఉండే స్థలం ఉందా ?,1
981,"స్మైల్ చాలా అందమైన ఆభరణాలు , ఎల్లప్పుడూ ధరించండి",0
982,"గాలులు ప్రవహించినప్పుడు సరళంగా ఉండండి , మీ గమ్యాన్ని మీరే నిర్ణయించుకోండి",0
983,"జట్టు అద్భుతమైనది , ప్రతి లక్ష్యాన్ని సులభతరం చేయండి",0
984,"వ్యాయామశాలలో , అక్కడికి రాని వారు నాకు స్ఫూర్తినిస్తుంది !",1
985,"చిత్రాన్ని చూస్తే , కళాకారుడు పది నిమిషాల్లో చేసినట్లు తెలుస్తోంది",1
986,"`` హే ! ఇది నా '' స్థితి నవీకరణ `` , మీకు నచ్చకపోతే నన్ను క్షమించు ! ''",1
987,"నేను చాలా కోడ్ వ్రాస్తాను , నా మనస్సులో వేలాది పంక్తులు ఉన్నాయి .",1
988,"ద్వేషం యొక్క అగ్నిని చల్లారు , ప్రేమ యొక్క దీపాన్ని కాల్చండి",0
989,"కష్టపడి పనిచేయండి , మీరు ఖచ్చితంగా విజయం సాధిస్తారు , వదులుకోవద్దు",0
990,"మీ డ్రాయింగ్ చాలా చెడ్డది , నేను మీకు కొన్ని సూచనలు కూడా ఇవ్వలేను",1
991,శాస్త్రవేత్తలు మీలాగే ఆలోచించటానికి బోధించాలి .,1
992,"స్మైల్ చాలా అందమైన ఆభరణాలు , ఎల్లప్పుడూ ధరించండి , ప్రపంచం మీదే అవుతుంది",0
993,"పొరపాటు చేయడం మానవత్వం , దానిని మెరుగుపరచడం నిజమైన ధైర్యం",0
994,"ప్రకృతి ఒడిలో శాంతిని కనుగొనండి , శాంతి నుండి తిరిగి",0
995,"తల్లి ఒడిలో పడుకుని , అన్ని చింతలను మరచిపోతుంది",0
996,దీన్ని చేసే వారు ఫ్యాషన్ అవుతారు !,1
997,"కొత్త తరం చాలా నిరక్షరాస్యులు , వారు  పేర్లను వ్రాయలేరు !",1
998,సామాజిక సామరస్యం-ప్రజలందరూ ఎల్లప్పుడూ శాంతి మరియు ఆనందం మరియు ఒకరితో ఒకరు శాంతిని కలిగి ఉన్న ఏదైనా శ్రేయస్సు ఉందా ?,1
999,"అక్కడ ఉన్నదానికి కృతజ్ఞతతో ఉండండి , ప్రతి క్షణం యొక్క ఆశీర్వాదాలను గ్రహించండి",0
1000,"చాలా ఉదారంగా ఉంది , ఇది ప్రపంచం నుండి అన్ని పేదరికం మరియు ఆకలిని చెరిపివేస్తుంది ! ఇప్పుడు మనం పేద లేదా ఆకలితో ఉన్న వ్యక్తి గురించి ఆలోచించాల్సిన అవసరం లేదు !",1
1001,నా వ్యాయామ దినచర్య వంటగది నుండి ఫ్రిజ్ వరకు మాత్రమే !,1
1002,"ఇది సెల్ యొక్క చిత్రం , ఇది కేవలం  నెపంతో మాత్రమే , వాస్తవానికి నేను బంగారం కోసం  సాకు కోసం చూస్తున్నాను .",1
1003,"ప్రకృతి రంగులలో రంగులను పొందండి , శాంతి పొందండి , జీవితాన్ని నేర్చుకోండి",0
1004,"నవ్వండి , పాడండి , జీవితంలో నృత్యం చేయండి , ఇది జీవితానికి నిజమైన రంగు",0
1005,"తల్లిదండ్రులు , జీవిత మార్గంలో కలిసి నడుస్తూ , అడుగడుగునా బలమైన మద్దతు ఇస్తారు",0
1006,"మీరు ఓడిపోతే , నవ్వండి , విజయం కోసం వేచి ఉండండి",0
1007,భాష లేకుండా మార్పులను ఎలా తీసుకురాగలం ?,1
1008,"నెక్లెస్ అనేది విజయం యొక్క  , ఓటమికి భయపడవద్దు , ఆపై ప్రయత్నించండి",0
1009,"నది ప్రవాహంలో ప్రవహిస్తుంది , వశ్యతతో జీవితం యొక్క హెచ్చు తగ్గులను ఎదుర్కోండి",0
1010,`` నా కుక్క చిత్రాలను గీయడం ద్వారా మంచిదని నేను భావిస్తున్నాను . '',1
1011,"చాలా బాగుంది , అది ఇప్పుడు మనుషులకన్నా మంచి మానవుడిగా మారుతుంది !",1
1012,"ఇతరుల విజయంతో ప్రేరణ పొందిన , మీ గమ్యాన్ని మీరే నిర్ణయించుకోండి",0
1013,"ఇది నేను వ్రాస్తున్న ప్రోగ్రామ్‌ను చూపిస్తుంది , ఇది  ఆడటానికి  సాకును చూపుతోంది .",1
1014,"నేను చాలా ఆర్థిక నిర్వహణను అర్థం చేసుకున్నాను , స్టాక్ మార్కెట్ హెచ్చుతగ్గులకు నేను భయపడను .",1
1015,"ఇది బ్యాంక్ , ఇది ధనవంతులకు రుణాలు ఇవ్వడానికి  మార్గం మాత్రమే , పేదలకు రుణం తీసుకునే హక్కు కూడా లేదు .",1
1016,"``  డ్రాయింగ్ చాలా బాగుంది , నేను దానిని గోడపై వేలాడదీయడానికి బదులుగా బర్న్ చేస్తాను , తద్వారా మరెవరూ దానిని కాపీ చేయలేరు . ''",1
1017,"ప్రతి ఒక్కరూ సమయం యొక్క నిధి , అతని నుండి ఏదో నేర్చుకోండి , ఏదో చెప్పండి",0
